TARGETID,EXPID,MJD,NIGHT,FIBER,SURVEY,PROGRAM,VRAD,VRAD_ERR,VRAD_SKEW,VRAD_KURT,SN_R,RVS_WARN,SUCCESS,FIBERSTATUS,TEFF,LOGG,FEH,TRUE_KIND
100136,900483,59536.129988,20200102,1499,SYNTHETIC,BRIGHT,-8.92738053,1.28577757,-0.035131,3.049174,73.0861,0,True,0,6503.79,4.221,-1.526,stable
100136,900484,60045.775084,20200103,4170,SYNTHETIC,BRIGHT,-7.3922247,1.3192211,-0.02833,2.680276,68.1294,0,True,0,6503.79,4.221,-1.526,stable
100136,900485,60278.328706,20200104,1920,SYNTHETIC,BRIGHT,-9.84361234,1.67085432,-0.04666,3.274072,36.6834,0,True,0,6503.79,4.221,-1.526,stable
100137,900486,59177.472696,20200101,4147,SYNTHETIC,BRIGHT,-37.41211978,1.25422903,0.08586,2.63196,78.275,0,True,0,4867.48,3.492,-1.478,stable
100137,900487,59561.301249,20200102,4977,SYNTHETIC,BRIGHT,-38.19343205,1.64894432,-0.03129,3.113796,37.9314,0,True,0,4867.48,3.492,-1.478,stable
100137,900488,59605.388822,20200103,3598,SYNTHETIC,BRIGHT,-37.31664018,1.26194589,-0.025071,3.063349,76.9559,0,True,0,4867.48,3.492,-1.478,stable
100137,900489,59621.711047,20200104,59,SYNTHETIC,BRIGHT,-38.43333408,2.79143862,0.060297,2.905958,10.7371,0,True,0,4867.48,3.492,-1.478,stable
100137,900490,60151.336193,20200105,2596,SYNTHETIC,BRIGHT,-36.79246161,1.26517846,-0.058932,2.90974,76.4132,0,True,0,4867.48,3.492,-1.478,stable
100138,900491,59773.456533,20200101,4186,SYNTHETIC,BRIGHT,-106.59329258,1.38860268,0.131993,3.179407,59.3309,0,True,0,4526.71,4.058,0.324,stable
100138,900492,59925.740373,20200102,1514,SYNTHETIC,BRIGHT,-108.0565162,1.25300978,-0.021073,2.933502,78.4865,0,True,0,4526.71,4.058,0.324,stable
100139,900493,59136.040216,20200101,4022,SYNTHETIC,BRIGHT,-122.34404136,2.16091578,-0.040648,2.737932,19.5157,0,True,0,5967.35,4.481,-0.437,stable
100139,900494,59316.551017,20200102,709,SYNTHETIC,BRIGHT,-123.07788335,1.32614204,0.198302,2.950989,67.1667,0,True,0,5967.35,4.481,-0.437,stable
100140,900495,59918.198244,20200101,1159,SYNTHETIC,BRIGHT,-41.77401788,1.48857388,0.009697,3.102944,49.3694,0,True,0,5225.68,2.484,-1.213,stable
100140,900496,59925.866435,20200102,3198,SYNTHETIC,BRIGHT,-44.70313743,1.34147614,0.016619,3.058798,65.1052,0,True,0,5225.68,2.484,-1.213,stable
100140,900497,59977.976418,20200103,2759,SYNTHETIC,BRIGHT,-43.98095974,1.30824493,0.03267,3.01082,69.6991,0,True,0,5225.68,2.484,-1.213,stable
100140,900498,60026.262363,20200104,500,SYNTHETIC,BRIGHT,-42.43122397,1.29625746,-0.057379,2.953443,71.4762,0,True,0,5225.68,2.484,-1.213,stable
100141,900499,59602.193496,20200101,118,SYNTHETIC,BRIGHT,-41.53518329,1.39929248,-0.023534,2.862124,58.1282,0,True,0,5313.43,3.681,-1.592,stable
100141,900500,59861.280199,20200102,3193,SYNTHETIC,BRIGHT,-39.24240874,1.56235375,0.033134,3.146551,43.5433,0,True,0,5313.43,3.681,-1.592,stable
100141,900501,60227.393532,20200103,3584,SYNTHETIC,BRIGHT,-37.56356567,1.36268203,0.013098,3.068041,62.4071,0,True,0,5313.43,3.681,-1.592,stable
100142,900502,59230.960031,20200101,4913,SYNTHETIC,BRIGHT,64.12318632,1.97690998,-0.154829,3.31876,24.1798,0,True,0,6081.95,3.548,0.42,stable
100142,900503,59298.123213,20200102,2302,SYNTHETIC,BRIGHT,61.67356631,2.25590067,0.195133,3.080547,17.6189,0,True,0,6081.95,3.548,0.42,stable
100142,900504,59979.926309,20200103,2664,SYNTHETIC,BRIGHT,61.55422399,1.3349492,-0.063088,3.139692,65.9709,0,True,0,6081.95,3.548,0.42,stable
100143,900505,59079.491021,20200101,4649,SYNTHETIC,BRIGHT,-157.17902074,2.2809729,0.190133,3.077487,17.1644,0,True,0,4875.97,4.421,-1.139,stable
100143,900506,59146.092037,20200102,4968,SYNTHETIC,BRIGHT,-153.42838068,1.79828813,-0.010945,2.64285,30.512,0,True,0,4875.97,4.421,-1.139,stable
100143,900507,59250.272041,20200103,3004,SYNTHETIC,BRIGHT,-157.43211878,1.33904179,-0.039845,3.187462,65.426,0,True,0,4875.97,4.421,-1.139,stable
100144,900508,59254.628031,20200101,3147,SYNTHETIC,BRIGHT,114.83907879,1.25270455,-0.0193,2.813243,78.5396,0,True,0,5721.67,3.521,-0.582,stable
100144,900509,59746.463293,20200102,3007,SYNTHETIC,BRIGHT,114.04461759,1.95483588,-0.124428,2.814549,24.8496,0,True,0,5721.67,3.521,-0.582,stable
100145,900510,59472.456399,20200101,3310,SYNTHETIC,BRIGHT,-209.08479501,1.55483456,-0.041071,2.903721,44.0885,0,True,0,6257.59,3.768,0.5,stable
100145,900511,59479.421745,20200102,3935,SYNTHETIC,BRIGHT,-210.12253694,1.33382732,-0.029943,3.187361,66.1214,0,True,0,6257.59,3.768,0.5,stable
100145,900512,59608.706516,20200103,2938,SYNTHETIC,BRIGHT,-211.13674572,1.74392163,0.02061,2.842492,32.9385,0,True,0,6257.59,3.768,0.5,stable
100145,900513,60050.829316,20200104,4114,SYNTHETIC,BRIGHT,-209.9373352,2.07505903,-0.033428,2.980658,21.5066,0,True,0,6257.59,3.768,0.5,stable
100145,900514,60259.94593,20200105,2998,SYNTHETIC,BRIGHT,-207.04881821,2.37635703,0.040206,2.909192,15.5865,0,True,0,6257.59,3.768,0.5,stable
100146,900515,59121.351037,20200101,373,SYNTHETIC,BRIGHT,84.84403862,1.48829649,0.168117,3.161596,49.3934,0,True,0,5307.45,3.062,-0.138,stable
100146,900516,59500.095196,20200102,4382,SYNTHETIC,BRIGHT,84.8379088,1.62532454,-0.106295,2.965123,39.3494,0,True,0,5307.45,3.062,-0.138,stable
100146,900517,59848.69052,20200103,1931,SYNTHETIC,BRIGHT,89.09913706,1.360954,0.027773,3.109386,62.6206,0,True,0,5307.45,3.062,-0.138,stable
100146,900518,60005.376903,20200104,3665,SYNTHETIC,BRIGHT,85.04323728,1.43417289,0.104402,3.071548,54.4481,0,True,0,5307.45,3.062,-0.138,stable
100147,900519,59156.399354,20200101,3393,SYNTHETIC,BRIGHT,-58.72900243,3.16777032,-0.031548,2.797928,8.0606,0,True,0,4932.68,3.67,-0.483,stable
100147,900520,59323.715688,20200102,1092,SYNTHETIC,BRIGHT,-62.83539365,1.28052459,0.057595,3.041287,73.9136,0,True,0,4932.68,3.67,-0.483,stable
100147,900521,59752.26557,20200103,285,SYNTHETIC,BRIGHT,-60.7399831,1.45759042,0.040374,3.004071,52.1701,0,True,0,4932.68,3.67,-0.483,stable
100147,900522,59766.352327,20200104,17,SYNTHETIC,BRIGHT,-60.29422692,1.5286925,0.093941,3.058625,46.0658,0,True,0,4932.68,3.67,-0.483,stable
100147,900523,60025.507529,20200105,2997,SYNTHETIC,BRIGHT,-62.37495514,2.33948616,0.004905,3.140261,16.1696,0,True,0,4932.68,3.67,-0.483,stable
100148,900524,59037.311989,20200101,1637,SYNTHETIC,BRIGHT,-33.65179194,1.49525439,-0.005172,3.130042,48.7951,0,True,0,4456.41,3.385,-1.272,stable
100148,900525,60171.284182,20200102,3779,SYNTHETIC,BRIGHT,-35.85303289,1.77351655,-0.029283,2.916757,31.5831,0,True,0,4456.41,3.385,-1.272,stable
100149,900526,59326.51212,20200101,2004,SYNTHETIC,BRIGHT,-111.64629005,2.37045562,-0.069901,2.910922,15.6777,0,True,0,5226.7,5.0,0.458,stable
100149,900527,59579.703003,20200102,785,SYNTHETIC,BRIGHT,-111.11915128,1.45182008,-0.101056,2.881945,52.718,0,True,0,5226.7,5.0,0.458,stable
100149,900528,59690.883603,20200103,3427,SYNTHETIC,BRIGHT,-109.32987191,1.85247196,-0.079654,2.896258,28.3509,0,True,0,5226.7,5.0,0.458,stable
100149,900529,60150.960162,20200104,3463,SYNTHETIC,BRIGHT,-112.01616896,1.32812365,0.013807,2.979398,66.8948,0,True,0,5226.7,5.0,0.458,stable
100150,900530,59698.980823,20200101,373,SYNTHETIC,BRIGHT,121.88016078,1.38169763,0.121322,2.980261,60.1278,0,True,0,5636.97,4.087,-0.705,stable
100150,900531,60078.430074,20200102,1873,SYNTHETIC,BRIGHT,125.18294647,1.78336668,0.014194,2.902393,31.1505,0,True,0,5636.97,4.087,-0.705,stable
100151,900532,59454.785186,20200101,3638,SYNTHETIC,BRIGHT,49.46507919,1.41914515,-0.032375,2.913929,55.9895,0,True,0,5451.16,2.242,0.076,stable
100151,900533,59491.469858,20200102,3484,SYNTHETIC,BRIGHT,49.08655165,2.98362317,-0.161671,2.965666,9.2273,0,True,0,5451.16,2.242,0.076,stable
100151,900534,59811.890645,20200103,1638,SYNTHETIC,BRIGHT,49.30223388,2.07372326,-0.109927,3.147747,21.54,0,True,0,5451.16,2.242,0.076,stable
100152,900535,59043.373005,20200101,4529,SYNTHETIC,BRIGHT,110.65121842,1.38109855,-0.023557,2.904295,60.1977,0,True,0,5248.77,3.825,-1.236,stable
100152,900536,59249.159445,20200102,2739,SYNTHETIC,BRIGHT,110.5305739,1.47495772,0.066656,3.005833,50.5717,0,True,0,5248.77,3.825,-1.236,stable
100152,900537,59333.538088,20200103,4116,SYNTHETIC,BRIGHT,112.66847614,1.56754466,-0.005204,3.099587,43.1728,0,True,0,5248.77,3.825,-1.236,stable
100153,900538,59086.332575,20200101,447,SYNTHETIC,BRIGHT,8.86157409,1.30824301,-0.056764,3.067387,69.6993,0,True,0,4332.23,3.619,-0.767,stable
100153,900539,59943.988058,20200102,2293,SYNTHETIC,BRIGHT,10.04406266,2.322387,-0.078506,2.948842,16.4511,0,True,0,4332.23,3.619,-0.767,stable
100153,900540,59947.287581,20200103,460,SYNTHETIC,BRIGHT,10.4822325,1.65129464,0.130213,2.952922,37.7945,0,True,0,4332.23,3.619,-0.767,stable
100154,900541,59160.777464,20200101,344,SYNTHETIC,BRIGHT,-15.15436883,1.94854964,0.010602,2.794933,25.0454,0,True,0,5032.97,3.621,-0.128,stable
100154,900542,59185.961893,20200102,2970,SYNTHETIC,BRIGHT,-14.75268423,1.33347844,-0.19418,2.869966,66.1683,0,True,0,5032.97,3.621,-0.128,stable
100154,900543,59309.844609,20200103,1809,SYNTHETIC,BRIGHT,-16.93242593,1.54927978,0.112732,2.823231,44.4978,0,True,0,5032.97,3.621,-0.128,stable
100154,900544,59670.62292,20200104,3280,SYNTHETIC,BRIGHT,-14.36806325,1.41326017,-0.021604,3.056961,56.611,0,True,0,5032.97,3.621,-0.128,stable
100154,900545,60125.494696,20200105,4229,SYNTHETIC,BRIGHT,-15.3558319,1.55579312,0.148001,2.970693,44.0184,0,True,0,5032.97,3.621,-0.128,stable
100155,900546,59103.970147,20200101,4505,SYNTHETIC,BRIGHT,-15.69191941,1.64756797,-0.152976,3.224049,38.0119,0,True,0,5359.0,3.203,-0.057,stable
100155,900547,59422.086691,20200102,3653,SYNTHETIC,BRIGHT,-15.91680828,1.26700075,0.109687,3.017308,76.1098,0,True,0,5359.0,3.203,-0.057,stable
100155,900548,59496.492883,20200103,4604,SYNTHETIC,BRIGHT,-15.37822052,2.22554769,-0.022596,3.276245,18.1938,0,True,0,5359.0,3.203,-0.057,stable
100155,900549,59774.377182,20200104,3809,SYNTHETIC,BRIGHT,-15.55214074,1.28020185,-0.037474,3.151879,73.9649,0,True,0,5359.0,3.203,-0.057,stable
100155,900550,60124.007778,20200105,3669,SYNTHETIC,BRIGHT,-13.36163916,1.61337475,0.175354,2.889412,40.0973,0,True,0,5359.0,3.203,-0.057,stable
100156,900551,59733.069662,20200101,4106,SYNTHETIC,BRIGHT,115.75548199,1.97914746,-0.158333,2.851087,24.1134,0,True,0,5418.33,4.734,0.468,stable
100156,900552,59755.902755,20200102,692,SYNTHETIC,BRIGHT,113.47746904,1.26831223,0.172593,2.827288,75.8926,0,True,0,5418.33,4.734,0.468,stable
100156,900553,60025.840742,20200103,1781,SYNTHETIC,BRIGHT,114.11641445,1.25195093,0.047192,3.009868,78.6709,0,True,0,5418.33,4.734,0.468,stable
100157,900554,59249.207114,20200101,1720,SYNTHETIC,BRIGHT,-124.04297904,1.33008547,-0.096786,3.033784,66.6273,0,True,0,5722.73,4.588,-0.693,stable
100157,900555,59685.745954,20200102,95,SYNTHETIC,BRIGHT,-123.80835879,1.7306126,0.064847,3.145668,33.5766,0,True,0,5722.73,4.588,-0.693,stable
100157,900556,60000.817984,20200103,4733,SYNTHETIC,BRIGHT,-126.18102043,1.56011716,0.012621,3.105436,43.7044,0,True,0,5722.73,4.588,-0.693,stable
100157,900557,60164.339263,20200104,3277,SYNTHETIC,BRIGHT,-122.8809825,1.66668107,0.084967,3.12628,36.9164,0,True,0,5722.73,4.588,-0.693,stable
100158,900558,59669.466647,20200101,3629,SYNTHETIC,BRIGHT,-130.85084671,1.4195177,0.077982,2.764433,55.9505,0,True,0,5634.98,3.026,-0.83,stable
100158,900559,60176.830267,20200102,2892,SYNTHETIC,BRIGHT,-131.64428046,1.34333642,0.121133,2.981161,64.8615,0,True,0,5634.98,3.026,-0.83,stable
100159,900560,59166.171847,20200101,2613,SYNTHETIC,BRIGHT,199.98746415,1.46151825,0.025138,2.903834,51.802,0,True,0,4847.01,4.74,-0.832,stable
100159,900561,59238.285193,20200102,1233,SYNTHETIC,BRIGHT,199.41629018,2.0384489,-0.016893,3.094681,22.4494,0,True,0,4847.01,4.74,-0.832,stable
100159,900562,59375.161695,20200103,214,SYNTHETIC,BRIGHT,200.24206019,1.29585714,0.063154,3.1479,71.5367,0,True,0,4847.01,4.74,-0.832,stable
100159,900563,59820.11454,20200104,1126,SYNTHETIC,BRIGHT,199.0684525,1.72258678,0.024333,2.789477,33.9704,0,True,0,4847.01,4.74,-0.832,stable
100159,900564,60254.48959,20200105,4224,SYNTHETIC,BRIGHT,201.2898466,1.58991956,0.021515,2.866285,41.6287,0,True,0,4847.01,4.74,-0.832,stable
100160,900565,59382.435582,20200101,3580,SYNTHETIC,BRIGHT,151.55632096,1.83580286,0.137559,2.907886,28.9906,0,True,0,5083.93,3.849,-0.161,variable
100160,900566,60114.063121,20200102,4364,SYNTHETIC,BRIGHT,95.50290258,1.44578704,-0.035355,3.055981,53.3001,0,True,0,5083.93,3.849,-0.161,variable
100161,900567,59649.610547,20200101,2026,SYNTHETIC,BRIGHT,-41.03517701,1.53085124,0.075155,2.92998,45.8976,0,True,0,4610.84,2.742,-0.7,variable
100161,900568,59669.176943,20200102,1760,SYNTHETIC,BRIGHT,27.76856472,1.96721383,-0.204561,3.027207,24.4706,0,True,0,4610.84,2.742,-0.7,variable
100162,900569,59356.977413,20200101,4561,SYNTHETIC,BRIGHT,-53.27043667,2.13415001,0.020456,2.853155,20.1056,0,True,0,4301.34,2.72,-0.956,variable
100162,900570,59988.206403,20200102,4250,SYNTHETIC,BRIGHT,-9.3132771,1.49892673,0.057644,3.077435,48.4836,0,True,0,4301.34,2.72,-0.956,variable
100162,900571,60178.446236,20200103,2114,SYNTHETIC,BRIGHT,-53.63810593,1.3178503,0.088347,3.074051,68.3225,0,True,0,4301.34,2.72,-0.956,variable
100162,900572,60204.626387,20200104,623,SYNTHETIC,BRIGHT,-49.22364661,2.96713106,0.036483,2.704433,9.3439,0,True,0,4301.34,2.72,-0.956,variable
100163,900573,59118.808951,20200101,569,SYNTHETIC,BRIGHT,-60.36673063,1.54804263,-0.139142,3.184352,44.5898,0,True,0,4511.96,3.588,-1.308,variable
100163,900574,59335.877556,20200102,3344,SYNTHETIC,BRIGHT,16.64958428,2.21344461,-0.004118,2.848228,18.4309,0,True,0,4511.96,3.588,-1.308,variable
100163,900575,59351.841211,20200103,1370,SYNTHETIC,BRIGHT,11.35193312,1.27710933,-0.071443,3.172152,74.4591,0,True,0,4511.96,3.588,-1.308,variable
100163,900576,59750.046429,20200104,630,SYNTHETIC,BRIGHT,6.61087783,1.34556728,-0.03787,3.15453,64.5712,0,True,0,4511.96,3.588,-1.308,variable
100163,900577,59843.016705,20200105,1867,SYNTHETIC,BRIGHT,-61.95749995,1.81885267,0.031202,2.898683,29.6636,0,True,0,4511.96,3.588,-1.308,variable
100164,900578,59114.569279,20200101,4006,SYNTHETIC,BRIGHT,94.18121614,2.30813319,-0.040479,3.165488,16.6915,0,True,0,5833.79,3.217,0.113,variable
100164,900579,59637.800189,20200102,3646,SYNTHETIC,BRIGHT,66.05580683,1.63286797,-0.046251,2.872885,38.888,0,True,0,5833.79,3.217,0.113,variable
100164,900580,59825.075271,20200103,2382,SYNTHETIC,BRIGHT,25.09338699,1.37899142,-0.064855,2.930782,60.4445,0,True,0,5833.79,3.217,0.113,variable
100164,900581,60079.79921,20200104,3283,SYNTHETIC,BRIGHT,46.25256173,1.38305884,0.141841,3.215407,59.9694,0,True,0,5833.79,3.217,0.113,variable
100164,900582,60298.497558,20200105,1209,SYNTHETIC,BRIGHT,92.77123932,2.1458136,0.023927,2.986592,19.8453,0,True,0,5833.79,3.217,0.113,variable
100165,900583,59329.570706,20200101,3081,SYNTHETIC,BRIGHT,-39.59897898,1.32951444,0.09897,2.874661,66.705,0,True,0,5001.58,3.38,-0.875,variable
100165,900584,59984.077438,20200102,4796,SYNTHETIC,BRIGHT,-41.51187731,1.32401789,0.095548,2.883413,67.46,0,True,0,5001.58,3.38,-0.875,variable
100166,900585,59124.301064,20200101,1963,SYNTHETIC,BRIGHT,-186.22570008,1.97826204,-0.080848,2.967912,24.1397,0,True,0,4809.27,3.326,-1.108,variable
100166,900586,59569.677092,20200102,1933,SYNTHETIC,BRIGHT,-128.00165537,1.85676243,0.016641,3.099362,28.1897,0,True,0,4809.27,3.326,-1.108,variable
100167,900587,59114.951569,20200101,4049,SYNTHETIC,BRIGHT,-69.99781913,3.47861163,-0.103043,2.912382,6.5385,0,True,0,5271.19,4.276,-0.49,variable
100167,900588,59925.489703,20200102,1847,SYNTHETIC,BRIGHT,-88.46940657,1.40033196,-0.090392,3.227598,58.0132,0,True,0,5271.19,4.276,-0.49,variable
100168,900589,59107.888296,20200101,3323,SYNTHETIC,BRIGHT,-211.68360834,1.95594334,0.041155,2.904759,24.8153,0,True,0,5644.88,4.934,0.286,variable
100168,900590,59387.615741,20200102,2110,SYNTHETIC,BRIGHT,-165.01083717,3.60602605,-0.014446,2.882022,6.0368,0,True,0,5644.88,4.934,0.286,variable
100168,900591,59607.200708,20200103,2298,SYNTHETIC,BRIGHT,-165.25081992,1.42853599,-0.018097,3.002489,55.0187,0,True,0,5644.88,4.934,0.286,variable
100168,900592,59923.384502,20200104,2949,SYNTHETIC,BRIGHT,-201.77662717,2.10303265,0.038715,2.748591,20.8257,0,True,0,5644.88,4.934,0.286,variable
100169,900593,59027.458249,20200101,554,SYNTHETIC,BRIGHT,39.29710291,2.1992056,-0.103443,3.19324,18.7159,0,True,0,5552.71,3.777,0.203,variable
100169,900594,59537.258417,20200102,1322,SYNTHETIC,BRIGHT,26.95420308,1.70832033,-0.169926,2.973881,34.6877,0,True,0,5552.71,3.777,0.203,variable
100169,900595,59814.547598,20200103,3888,SYNTHETIC,BRIGHT,-24.74721121,1.5461463,0.098602,3.227774,44.7313,0,True,0,5552.71,3.777,0.203,variable
100170,900596,59196.735598,20200101,2528,SYNTHETIC,BRIGHT,107.49637408,1.25941057,-0.006094,3.098262,77.3856,0,True,0,5377.11,3.967,-0.546,variable
100170,900597,59427.792945,20200102,4056,SYNTHETIC,BRIGHT,137.26086881,1.54721277,0.062614,3.194626,44.6516,0,True,0,5377.11,3.967,-0.546,variable
100170,900598,59661.085676,20200103,4062,SYNTHETIC,BRIGHT,125.17757055,1.54617931,-0.019628,2.950051,44.7288,0,True,0,5377.11,3.967,-0.546,variable
100170,900599,60044.877076,20200104,2522,SYNTHETIC,BRIGHT,128.42097057,1.35389641,-0.070454,3.009007,63.5042,0,True,0,5377.11,3.967,-0.546,variable
100171,900600,59744.811738,20200101,781,SYNTHETIC,BRIGHT,-37.59115374,1.87160441,0.002627,3.279421,27.6424,0,True,0,4827.24,3.128,-0.221,variable
100171,900601,60024.99595,20200102,3180,SYNTHETIC,BRIGHT,-21.09445388,1.35881574,-0.022786,2.989748,62.8863,0,True,0,4827.24,3.128,-0.221,variable
100172,900602,59292.023754,20200101,1603,SYNTHETIC,BRIGHT,-63.99172277,2.25658625,0.101565,3.028192,17.6063,0,True,0,5576.23,3.396,-1.389,variable
100172,900603,59450.340645,20200102,524,SYNTHETIC,BRIGHT,-13.79647464,1.38327895,0.015004,3.276546,59.9439,0,True,0,5576.23,3.396,-1.389,variable
100172,900604,59689.357748,20200103,58,SYNTHETIC,BRIGHT,-32.63242983,1.35559312,0.094528,3.13007,63.29,0,True,0,5576.23,3.396,-1.389,variable
100173,900605,59233.461749,20200101,2590,SYNTHETIC,BRIGHT,-166.16875403,1.26184046,0.009282,2.794186,76.9737,0,True,0,4601.63,2.608,-0.497,variable
100173,900606,59289.461804,20200102,3199,SYNTHETIC,BRIGHT,-145.09610361,1.25616522,-0.109102,2.970855,77.9409,0,True,0,4601.63,2.608,-0.497,variable
100173,900607,60133.739434,20200103,2709,SYNTHETIC,BRIGHT,-192.68899134,1.42717727,0.046662,2.907425,55.1576,0,True,0,4601.63,2.608,-0.497,variable
100173,900608,60178.405493,20200104,4062,SYNTHETIC,BRIGHT,-169.19705664,3.11918697,0.066656,2.753651,8.3459,0,True,0,4601.63,2.608,-0.497,variable
100174,900609,59408.576306,20200101,1887,SYNTHETIC,BRIGHT,-71.88648895,1.33040883,0.045872,3.263292,66.5833,0,True,0,5281.33,4.23,-0.385,variable
100174,900610,59661.657744,20200102,1454,SYNTHETIC,BRIGHT,-62.01349976,1.8058418,-0.135292,3.037041,30.1962,0,True,0,5281.33,4.23,-0.385,variable
100174,900611,59845.579739,20200103,681,SYNTHETIC,BRIGHT,-55.94773368,1.56355199,0.081713,3.083047,43.4573,0,True,0,5281.33,4.23,-0.385,variable
100175,900612,59139.08298,20200101,3999,SYNTHETIC,BRIGHT,-150.23457865,1.72473826,-0.016813,3.067015,33.8641,0,True,0,5243.03,3.424,-0.092,variable
100175,900613,59141.551388,20200102,626,SYNTHETIC,BRIGHT,-153.78976239,1.29890283,0.074757,3.290662,71.0782,0,True,0,5243.03,3.424,-0.092,variable
100175,900614,59409.174831,20200103,1349,SYNTHETIC,BRIGHT,-151.99057438,1.80635009,0.08661,3.004842,30.1751,0,True,0,5243.03,3.424,-0.092,variable
100175,900615,59684.80171,20200104,1386,SYNTHETIC,BRIGHT,-151.48841132,2.48902964,0.138765,2.721117,13.9877,0,True,0,5243.03,3.424,-0.092,variable
100175,900616,59753.324982,20200105,1447,SYNTHETIC,BRIGHT,-207.10280606,2.25162613,-0.003197,3.004548,17.6982,0,True,0,5243.03,3.424,-0.092,variable
100176,900617,59217.849908,20200101,2492,SYNTHETIC,BRIGHT,-106.82124911,1.57033042,0.03101,3.182565,42.9759,0,True,0,6809.35,3.243,-1.108,variable
100176,900618,59758.615068,20200102,3281,SYNTHETIC,BRIGHT,-119.75803007,2.97646034,0.008791,2.770965,9.2777,0,True,0,6809.35,3.243,-1.108,variable
100176,900619,59901.112439,20200103,4934,SYNTHETIC,BRIGHT,-87.03014044,2.56320868,-0.105078,2.931814,13.0658,0,True,0,6809.35,3.243,-1.108,variable
100176,900620,60058.094601,20200104,4063,SYNTHETIC,BRIGHT,-89.88493168,1.33821346,-0.181594,2.935413,65.5358,0,True,0,6809.35,3.243,-1.108,variable
100176,900621,60283.147204,20200105,1167,SYNTHETIC,BRIGHT,-101.05885365,1.81255494,0.000483,3.153947,29.9196,0,True,0,6809.35,3.243,-1.108,variable
100177,900622,59171.274435,20200101,2252,SYNTHETIC,BRIGHT,27.51960822,1.36034026,0.082806,3.173262,62.6967,0,True,0,5760.57,5.0,0.109,variable
100177,900623,59468.019471,20200102,2312,SYNTHETIC,BRIGHT,77.06292403,1.8184709,0.032884,3.205585,29.679,0,True,0,5760.57,5.0,0.109,variable
100177,900624,59556.808243,20200103,3379,SYNTHETIC,BRIGHT,52.34961357,1.8287246,-0.066996,2.882705,29.2688,0,True,0,5760.57,5.0,0.109,variable
100178,900625,59087.76296,20200101,611,SYNTHETIC,BRIGHT,-82.99322536,1.57370175,-0.008491,3.371499,42.7394,0,True,0,5048.54,4.18,-1.716,variable
100178,900626,59147.490136,20200102,4475,SYNTHETIC,BRIGHT,-46.55231076,1.94418878,-0.120236,3.100286,25.1826,0,True,0,5048.54,4.18,-1.716,variable
100179,900627,59308.773944,20200101,1663,SYNTHETIC,BRIGHT,-35.33487905,2.14967934,-0.015374,2.683546,19.7601,0,True,0,5797.81,2.9,0.5,variable
100179,900628,59452.968944,20200102,4334,SYNTHETIC,BRIGHT,-40.51360339,1.30488401,-0.003471,3.101078,70.1906,0,True,0,5797.81,2.9,0.5,variable
100179,900629,59858.478115,20200103,3581,SYNTHETIC,BRIGHT,-54.96191024,1.32610745,-0.009804,2.990195,67.1714,0,True,0,5797.81,2.9,0.5,variable
100179,900630,59976.139297,20200104,4509,SYNTHETIC,BRIGHT,-19.89893885,1.35010337,-0.079651,2.817467,63.9868,0,True,0,5797.81,2.9,0.5,variable
100180,900631,59627.363454,20200101,172,SYNTHETIC,BRIGHT,-106.6598711,1.24450146,0.118077,2.966944,79.9867,0,True,0,5728.26,4.029,-0.885,variable
100180,900632,60015.112645,20200102,3781,SYNTHETIC,BRIGHT,-84.56686349,3.20059073,0.017623,2.800694,7.8761,0,True,0,5728.26,4.029,-0.885,variable
100180,900633,60097.080407,20200103,4456,SYNTHETIC,BRIGHT,-87.92382495,2.03609738,-0.036944,2.917211,22.512,0,True,0,5728.26,4.029,-0.885,variable
100181,900634,59020.221309,20200101,3202,SYNTHETIC,BRIGHT,191.54267993,1.45864523,0.03082,2.92081,52.0709,0,True,0,6156.95,2.406,-0.823,variable
100181,900635,59319.240892,20200102,2066,SYNTHETIC,BRIGHT,187.93776505,1.79196012,-0.03487,2.81323,30.7803,0,True,0,6156.95,2.406,-0.823,variable
100181,900636,59559.696546,20200103,199,SYNTHETIC,BRIGHT,173.19452337,1.41864936,-0.117756,3.17876,56.0415,0,True,0,6156.95,2.406,-0.823,variable
100181,900637,59695.66991,20200104,2836,SYNTHETIC,BRIGHT,181.38849017,1.259772,-0.161144,3.063372,77.3241,0,True,0,6156.95,2.406,-0.823,variable
100181,900638,59922.864807,20200105,3341,SYNTHETIC,BRIGHT,164.07893598,1.88025801,0.033288,3.096377,27.3307,0,True,0,6156.95,2.406,-0.823,variable
100182,900639,59107.986412,20200101,1320,SYNTHETIC,BRIGHT,222.10310259,1.50553945,-0.038941,3.297686,47.9303,0,True,0,5118.84,4.627,-0.246,variable
100182,900640,59678.454287,20200102,3498,SYNTHETIC,BRIGHT,220.13189542,2.32931401,-0.082438,2.951045,16.3362,0,True,0,5118.84,4.627,-0.246,variable
100183,900641,59097.284155,20200101,488,SYNTHETIC,BRIGHT,-18.42937689,1.30799291,-0.10496,3.01477,69.7357,0,True,0,5650.86,5.0,-1.296,variable
100183,900642,59431.848401,20200102,2404,SYNTHETIC,BRIGHT,-69.8397939,1.66053219,0.088536,2.787401,37.2636,0,True,0,5650.86,5.0,-1.296,variable
100183,900643,59949.948152,20200103,4886,SYNTHETIC,BRIGHT,-97.37312253,1.34869824,0.066115,2.916636,64.167,0,True,0,5650.86,5.0,-1.296,variable
100183,900644,60170.707551,20200104,1459,SYNTHETIC,BRIGHT,-71.76925321,1.77002187,-0.058564,2.841551,31.7388,0,True,0,5650.86,5.0,-1.296,variable
